 

stn;time;rre150h0
ZELUHA;2022123100;0.2
ZELUHA;2022123101;0.0
ZELUHA;2022123102;0.0
ZELUHA;2022123103;0.0
ZELUHA;2022123104;0.0
ZELUHA;2022123105;0.0
ZELUHA;2022123106;0.0
ZELUHA;2022123107;0.0
ZELUHA;2022123108;0.0
ZELUHA;2022123109;0.0
ZELUHA;2022123110;0.0
ZELUHA;2022123111;0.0
ZELUHA;2022123112;0.0
ZELUHA;2022123113;0.0
ZELUHA;2022123114;0.0
ZELUHA;2022123115;0.0
ZELUHA;2022123116;0.0
ZELUHA;2022123117;0.0
ZELUHA;2022123118;0.0
ZELUHA;2022123119;0.0
ZELUHA;2022123120;0.0
ZELUHA;2022123121;0.0
ZELUHA;2022123122;0.0
ZELUHA;2022123123;0.0
ZELUHA;2023010100;0.0
ZELUHA;2023010101;0.0
ZELUHA;2023010102;0.0
ZELUHA;2023010103;0.0
ZELUHA;2023010104;0.0
ZELUHA;2023010105;0.0
ZELUHA;2023010106;0.0
ZELUHA;2023010107;0.0
ZELUHA;2023010108;0.0
ZELUHA;2023010109;0.0
ZELUHA;2023010110;0.0
ZELUHA;2023010111;0.0
ZELUHA;2023010112;0.0
ZELUHA;2023010113;0.0
ZELUHA;2023010114;0.0
ZELUHA;2023010115;0.0
ZELUHA;2023010116;0.0
ZELUHA;2023010117;0.0
ZELUHA;2023010118;0.0
ZELUHA;2023010119;0.0
ZELUHA;2023010120;0.0
ZELUHA;2023010121;0.0
ZELUHA;2023010122;0.0
ZELUHA;2023010123;0.0
ZELUHA;2023010200;0.0
ZELUHA;2023010201;0.0
ZELUHA;2023010202;0.0
ZELUHA;2023010203;0.0
ZELUHA;2023010204;0.0
ZELUHA;2023010205;0.0
ZELUHA;2023010206;0.0
ZELUHA;2023010207;0.0
ZELUHA;2023010208;0.0
ZELUHA;2023010209;-
ZELUHA;2023010210;-
ZELUHA;2023010211;0.0
ZELUHA;2023010212;0.0
ZELUHA;2023010213;0.0
ZELUHA;2023010214;0.0
ZELUHA;2023010215;0.0
ZELUHA;2023010216;0.0
ZELUHA;2023010217;0.0
ZELUHA;2023010218;0.0
ZELUHA;2023010219;0.0
ZELUHA;2023010220;0.0
ZELUHA;2023010221;0.0
ZELUHA;2023010222;0.0
ZELUHA;2023010223;0.2
ZELUHA;2023010300;0.3
ZELUHA;2023010301;0.7
ZELUHA;2023010302;0.7
ZELUHA;2023010303;0.3
ZELUHA;2023010304;0.0
ZELUHA;2023010305;0.3
ZELUHA;2023010306;0.5
ZELUHA;2023010307;0.4
ZELUHA;2023010308;0.4
ZELUHA;2023010309;0.5
ZELUHA;2023010310;0.3
ZELUHA;2023010311;0.7
ZELUHA;2023010312;0.7
ZELUHA;2023010313;0.6
ZELUHA;2023010314;0.3
ZELUHA;2023010315;0.5
ZELUHA;2023010316;0.4
ZELUHA;2023010317;0.0
ZELUHA;2023010318;0.0
ZELUHA;2023010319;0.0
ZELUHA;2023010320;0.0
ZELUHA;2023010321;0.0
ZELUHA;2023010322;0.0
ZELUHA;2023010323;0.0
ZELUHA;2023010400;0.0
ZELUHA;2023010401;0.0
ZELUHA;2023010402;0.0
ZELUHA;2023010403;0.0
ZELUHA;2023010404;0.0
ZELUHA;2023010405;0.0
ZELUHA;2023010406;0.0
ZELUHA;2023010407;0.0
ZELUHA;2023010408;0.0
ZELUHA;2023010409;0.0
ZELUHA;2023010410;0.0
ZELUHA;2023010411;0.0
ZELUHA;2023010412;0.0
ZELUHA;2023010413;0.0
ZELUHA;2023010414;0.0
ZELUHA;2023010415;0.0
ZELUHA;2023010416;0.0
ZELUHA;2023010417;0.0
ZELUHA;2023010418;0.0
ZELUHA;2023010419;0.0
ZELUHA;2023010420;0.0
ZELUHA;2023010421;0.0
ZELUHA;2023010422;0.0
ZELUHA;2023010423;0.1
ZELUHA;2023010500;0.2
ZELUHA;2023010501;0.0
ZELUHA;2023010502;0.0
ZELUHA;2023010503;0.3
ZELUHA;2023010504;0.1
ZELUHA;2023010505;1.1
ZELUHA;2023010506;1.1
ZELUHA;2023010507;0.0
ZELUHA;2023010508;0.0
ZELUHA;2023010509;0.0
ZELUHA;2023010510;0.1
ZELUHA;2023010511;0.0
ZELUHA;2023010512;0.0
ZELUHA;2023010513;0.0
