 

stn;time;tre200h0
INNEBI;2022123100;8.3
INNEBI;2022123101;8.9
INNEBI;2022123102;8.5
INNEBI;2022123103;7.8
INNEBI;2022123104;7.6
INNEBI;2022123105;8.1
INNEBI;2022123106;8.6
INNEBI;2022123107;7.8
INNEBI;2022123108;7.4
INNEBI;2022123109;8.5
INNEBI;2022123110;10.0
INNEBI;2022123111;11.0
INNEBI;2022123112;12.3
INNEBI;2022123113;12.6
INNEBI;2022123114;12.2
INNEBI;2022123115;11.5
INNEBI;2022123116;10.8
INNEBI;2022123117;10.2
INNEBI;2022123118;9.9
INNEBI;2022123119;9.5
INNEBI;2022123120;9.4
INNEBI;2022123121;8.3
INNEBI;2022123122;7.5
INNEBI;2022123123;7.7
INNEBI;2023010100;8.0
INNEBI;2023010101;8.2
INNEBI;2023010102;7.7
INNEBI;2023010103;7.2
INNEBI;2023010104;7.2
INNEBI;2023010105;7.0
INNEBI;2023010106;7.3
INNEBI;2023010107;7.1
INNEBI;2023010108;6.3
INNEBI;2023010109;7.1
INNEBI;2023010110;8.1
INNEBI;2023010111;10.1
INNEBI;2023010112;11.5
INNEBI;2023010113;12.3
INNEBI;2023010114;13.7
INNEBI;2023010115;13.7
INNEBI;2023010116;11.9
INNEBI;2023010117;10.6
INNEBI;2023010118;9.8
INNEBI;2023010119;8.9
INNEBI;2023010120;8.7
INNEBI;2023010121;8.3
INNEBI;2023010122;7.9
INNEBI;2023010123;7.2
INNEBI;2023010200;6.2
INNEBI;2023010201;6.2
INNEBI;2023010202;6.7
INNEBI;2023010203;5.5
INNEBI;2023010204;5.3
INNEBI;2023010205;6.2
INNEBI;2023010206;5.5
INNEBI;2023010207;6.0
INNEBI;2023010208;6.3
INNEBI;2023010209;6.5
INNEBI;2023010210;7.4
INNEBI;2023010211;8.2
INNEBI;2023010212;10.2
INNEBI;2023010213;11.8
INNEBI;2023010214;12.0
INNEBI;2023010215;11.9
INNEBI;2023010216;11.5
INNEBI;2023010217;12.1
INNEBI;2023010218;11.1
INNEBI;2023010219;10.7
INNEBI;2023010220;10.8
INNEBI;2023010221;10.3
INNEBI;2023010222;10.0
INNEBI;2023010223;9.5
INNEBI;2023010300;8.9
INNEBI;2023010301;8.4
INNEBI;2023010302;8.1
INNEBI;2023010303;7.8
INNEBI;2023010304;7.3
INNEBI;2023010305;7.4
INNEBI;2023010306;7.2
INNEBI;2023010307;7.1
INNEBI;2023010308;6.8
INNEBI;2023010309;6.6
INNEBI;2023010310;6.9
INNEBI;2023010311;7.0
INNEBI;2023010312;7.1
INNEBI;2023010313;7.2
INNEBI;2023010314;7.1
INNEBI;2023010315;7.1
INNEBI;2023010316;7.0
INNEBI;2023010317;6.9
INNEBI;2023010318;6.8
INNEBI;2023010319;6.5
INNEBI;2023010320;6.3
INNEBI;2023010321;5.6
INNEBI;2023010322;4.7
INNEBI;2023010323;4.9
INNEBI;2023010400;5.6
INNEBI;2023010401;5.3
INNEBI;2023010402;5.4
INNEBI;2023010403;5.7
INNEBI;2023010404;6.0
INNEBI;2023010405;5.8
INNEBI;2023010406;4.7
INNEBI;2023010407;3.5
INNEBI;2023010408;3.6
INNEBI;2023010409;4.6
INNEBI;2023010410;5.6
INNEBI;2023010411;6.5
INNEBI;2023010412;7.1
INNEBI;2023010413;7.3
INNEBI;2023010414;7.8
INNEBI;2023010415;8.0
INNEBI;2023010416;7.8
INNEBI;2023010417;7.4
INNEBI;2023010418;7.5
INNEBI;2023010419;7.8
INNEBI;2023010420;7.5
INNEBI;2023010421;7.4
INNEBI;2023010422;8.2
INNEBI;2023010423;8.1
INNEBI;2023010500;7.7
INNEBI;2023010501;7.4
INNEBI;2023010502;7.6
INNEBI;2023010503;7.5
INNEBI;2023010504;7.6
INNEBI;2023010505;7.5
INNEBI;2023010506;7.5
INNEBI;2023010507;7.5
INNEBI;2023010508;7.8
INNEBI;2023010509;8.3
INNEBI;2023010510;9.5
INNEBI;2023010511;9.9
INNEBI;2023010512;9.9
INNEBI;2023010513;10.1
INNEBI;2023010514;10.2
INNEBI;2023010515;10.3
INNEBI;2023010516;10.0
INNEBI;2023010517;9.4
INNEBI;2023010518;8.7
INNEBI;2023010519;8.2
INNEBI;2023010520;7.5
INNEBI;2023010521;7.2
INNEBI;2023010522;6.6
INNEBI;2023010523;5.8
INNEBI;2023010600;5.0
INNEBI;2023010601;4.5
INNEBI;2023010602;3.8
INNEBI;2023010603;3.3
INNEBI;2023010604;3.0
INNEBI;2023010605;2.6
INNEBI;2023010606;2.9
INNEBI;2023010607;3.0
INNEBI;2023010608;3.8
INNEBI;2023010609;4.5
INNEBI;2023010610;5.6
INNEBI;2023010611;6.9
INNEBI;2023010612;8.0
INNEBI;2023010613;7.8
INNEBI;2023010614;7.9
INNEBI;2023010615;7.9
INNEBI;2023010616;7.5
INNEBI;2023010617;7.2
INNEBI;2023010618;7.0
INNEBI;2023010619;7.1
INNEBI;2023010620;7.0
INNEBI;2023010621;7.2
INNEBI;2023010622;6.9
INNEBI;2023010623;6.7
INNEBI;2023010700;6.8
INNEBI;2023010701;6.8
INNEBI;2023010702;6.6
INNEBI;2023010703;6.4
INNEBI;2023010704;6.4
INNEBI;2023010705;6.2
INNEBI;2023010706;6.1
INNEBI;2023010707;6.0
INNEBI;2023010708;6.0
INNEBI;2023010709;5.5
INNEBI;2023010710;5.5
INNEBI;2023010711;7.0
INNEBI;2023010712;7.2
INNEBI;2023010713;7.1
INNEBI;2023010714;7.4
INNEBI;2023010715;7.1
INNEBI;2023010716;6.6
INNEBI;2023010717;5.9
INNEBI;2023010718;5.5
INNEBI;2023010719;5.2
INNEBI;2023010720;4.7
INNEBI;2023010721;3.9
INNEBI;2023010722;3.5
INNEBI;2023010723;3.5
INNEBI;2023010800;3.0
INNEBI;2023010801;3.4
INNEBI;2023010802;3.4
INNEBI;2023010803;3.8
INNEBI;2023010804;3.6
INNEBI;2023010805;3.2
INNEBI;2023010806;4.1
INNEBI;2023010807;4.5
INNEBI;2023010808;3.8
INNEBI;2023010809;4.6
INNEBI;2023010810;5.0
INNEBI;2023010811;5.0
INNEBI;2023010812;5.9
INNEBI;2023010813;6.7
INNEBI;2023010814;6.6
INNEBI;2023010815;6.2
INNEBI;2023010816;6.1
INNEBI;2023010817;6.1
INNEBI;2023010818;5.6
INNEBI;2023010819;5.6
INNEBI;2023010820;5.5
INNEBI;2023010821;5.4
INNEBI;2023010822;5.6
INNEBI;2023010823;5.7
INNEBI;2023010900;6.2
INNEBI;2023010901;6.1
INNEBI;2023010902;5.7
INNEBI;2023010903;5.4
INNEBI;2023010904;4.6
INNEBI;2023010905;5.5
INNEBI;2023010906;5.2
INNEBI;2023010907;4.6
INNEBI;2023010908;4.8
INNEBI;2023010909;5.1
INNEBI;2023010910;5.9
INNEBI;2023010911;7.9
INNEBI;2023010912;7.8
INNEBI;2023010913;7.0
INNEBI;2023010914;7.5
INNEBI;2023010915;6.3
INNEBI;2023010916;4.3
INNEBI;2023010917;5.0
INNEBI;2023010918;5.4
INNEBI;2023010919;4.7
INNEBI;2023010920;4.4
INNEBI;2023010921;4.5
INNEBI;2023010922;4.8
INNEBI;2023010923;4.3
INNEBI;2023011000;4.7
INNEBI;2023011001;4.7
INNEBI;2023011002;3.7
INNEBI;2023011003;3.9
INNEBI;2023011004;4.1
INNEBI;2023011005;3.9
INNEBI;2023011006;3.3
INNEBI;2023011007;3.6
INNEBI;2023011008;3.4
INNEBI;2023011009;4.1
INNEBI;2023011010;4.7
INNEBI;2023011011;5.5
INNEBI;2023011012;6.8
INNEBI;2023011013;7.1
INNEBI;2023011014;7.2
INNEBI;2023011015;6.6
INNEBI;2023011016;5.9
INNEBI;2023011017;5.2
INNEBI;2023011018;4.3
INNEBI;2023011019;4.6
INNEBI;2023011020;4.7
INNEBI;2023011021;4.9
INNEBI;2023011022;4.9
INNEBI;2023011023;4.4
INNEBI;2023011100;3.8
INNEBI;2023011101;3.8
INNEBI;2023011102;3.4
INNEBI;2023011103;3.1
INNEBI;2023011104;2.7
INNEBI;2023011105;3.2
INNEBI;2023011106;3.6
INNEBI;2023011107;3.2
INNEBI;2023011108;3.7
INNEBI;2023011109;4.5
INNEBI;2023011110;5.7
INNEBI;2023011111;6.0
INNEBI;2023011112;6.1
INNEBI;2023011113;6.0
INNEBI;2023011114;5.8
INNEBI;2023011115;5.7
INNEBI;2023011116;5.5
INNEBI;2023011117;5.7
INNEBI;2023011118;5.8
INNEBI;2023011119;6.8
INNEBI;2023011120;7.3
INNEBI;2023011121;6.6
INNEBI;2023011122;6.7
INNEBI;2023011123;5.9
INNEBI;2023011200;6.2
INNEBI;2023011201;6.3
INNEBI;2023011202;6.0
INNEBI;2023011203;5.9
INNEBI;2023011204;5.8
INNEBI;2023011205;5.0
INNEBI;2023011206;5.4
INNEBI;2023011207;6.8
INNEBI;2023011208;5.1
INNEBI;2023011209;5.9
INNEBI;2023011210;6.6
INNEBI;2023011211;6.4
INNEBI;2023011212;7.1
INNEBI;2023011213;8.1
INNEBI;2023011214;7.9
INNEBI;2023011215;7.5
INNEBI;2023011216;7.1
INNEBI;2023011217;6.9
INNEBI;2023011218;6.6
INNEBI;2023011219;6.2
INNEBI;2023011220;5.7
INNEBI;2023011221;5.4
INNEBI;2023011222;5.7
INNEBI;2023011223;5.6
INNEBI;2023011300;5.5
INNEBI;2023011301;5.7
INNEBI;2023011302;5.9
INNEBI;2023011303;5.9
INNEBI;2023011304;5.9
INNEBI;2023011305;6.1
INNEBI;2023011306;6.2
INNEBI;2023011307;6.2
INNEBI;2023011308;6.3
INNEBI;2023011309;6.5
INNEBI;2023011310;6.5
INNEBI;2023011311;7.4
INNEBI;2023011312;8.9
INNEBI;2023011313;9.8
INNEBI;2023011314;6.7
INNEBI;2023011315;7.4
INNEBI;2023011316;8.1
INNEBI;2023011317;8.0
INNEBI;2023011318;8.2
INNEBI;2023011319;7.2
INNEBI;2023011320;7.2
INNEBI;2023011321;7.3
INNEBI;2023011322;7.0
INNEBI;2023011323;7.2
INNEBI;2023011400;7.1
INNEBI;2023011401;6.5
INNEBI;2023011402;5.6
INNEBI;2023011403;4.8
INNEBI;2023011404;4.5
INNEBI;2023011405;5.2
INNEBI;2023011406;4.4
INNEBI;2023011407;3.4
INNEBI;2023011408;3.0
INNEBI;2023011409;3.3
INNEBI;2023011410;4.4
INNEBI;2023011411;6.5
INNEBI;2023011412;7.1
INNEBI;2023011413;7.1
INNEBI;2023011414;7.2
INNEBI;2023011415;7.3
INNEBI;2023011416;7.1
INNEBI;2023011417;6.6
INNEBI;2023011418;6.4
INNEBI;2023011419;6.3
INNEBI;2023011420;6.7
INNEBI;2023011421;7.0
INNEBI;2023011422;7.2
INNEBI;2023011423;6.9
INNEBI;2023011500;6.5
INNEBI;2023011501;6.7
INNEBI;2023011502;7.3
INNEBI;2023011503;6.4
INNEBI;2023011504;6.8
INNEBI;2023011505;7.1
INNEBI;2023011506;6.7
INNEBI;2023011507;7.7
INNEBI;2023011508;9.4
INNEBI;2023011509;9.9
INNEBI;2023011510;8.7
INNEBI;2023011511;6.2
INNEBI;2023011512;5.0
INNEBI;2023011513;3.8
INNEBI;2023011514;3.4
INNEBI;2023011515;3.3
INNEBI;2023011516;3.6
INNEBI;2023011517;3.0
INNEBI;2023011518;2.1
INNEBI;2023011519;1.6
INNEBI;2023011520;1.0
INNEBI;2023011521;1.0
INNEBI;2023011522;1.0
INNEBI;2023011523;0.5
INNEBI;2023011600;0.7
INNEBI;2023011601;1.2
INNEBI;2023011602;0.7
INNEBI;2023011603;0.5
INNEBI;2023011604;0.5
INNEBI;2023011605;0.0
INNEBI;2023011606;-1.0
INNEBI;2023011607;-1.7
INNEBI;2023011608;-1.7
INNEBI;2023011609;-1.0
INNEBI;2023011610;-0.5
INNEBI;2023011611;0.4
INNEBI;2023011612;1.1
INNEBI;2023011613;1.7
INNEBI;2023011614;2.8
INNEBI;2023011615;3.5
INNEBI;2023011616;4.6
INNEBI;2023011617;5.7
INNEBI;2023011618;5.9
INNEBI;2023011619;5.6
INNEBI;2023011620;4.5
INNEBI;2023011621;3.2
INNEBI;2023011622;1.7
INNEBI;2023011623;1.7
INNEBI;2023011700;1.6
INNEBI;2023011701;2.0
INNEBI;2023011702;1.7
INNEBI;2023011703;1.5
INNEBI;2023011704;1.4
INNEBI;2023011705;0.9
INNEBI;2023011706;0.3
INNEBI;2023011707;0.1
INNEBI;2023011708;0.9
INNEBI;2023011709;0.9
INNEBI;2023011710;0.6
INNEBI;2023011711;1.0
INNEBI;2023011712;1.5
INNEBI;2023011713;1.6
INNEBI;2023011714;1.9
INNEBI;2023011715;1.7
INNEBI;2023011716;1.0
INNEBI;2023011717;0.2
INNEBI;2023011718;0.6
INNEBI;2023011719;1.2
INNEBI;2023011720;1.5
INNEBI;2023011721;0.7
INNEBI;2023011722;0.2
INNEBI;2023011723;-0.1
INNEBI;2023011800;-0.6
INNEBI;2023011801;0.6
INNEBI;2023011802;1.5
INNEBI;2023011803;1.3
INNEBI;2023011804;0.0
INNEBI;2023011805;0.5
INNEBI;2023011806;0.8
INNEBI;2023011807;0.5
INNEBI;2023011808;0.2
INNEBI;2023011809;0.9
INNEBI;2023011810;0.3
INNEBI;2023011811;-0.1
INNEBI;2023011812;0.0
INNEBI;2023011813;-0.2
INNEBI;2023011814;-0.3
INNEBI;2023011815;-0.1
INNEBI;2023011816;-0.5
INNEBI;2023011817;-0.8
INNEBI;2023011818;-1.0
INNEBI;2023011819;-1.0
INNEBI;2023011820;-1.2
INNEBI;2023011821;-1.4
INNEBI;2023011822;-1.5
INNEBI;2023011823;-1.4
INNEBI;2023011900;-1.9
INNEBI;2023011901;-2.5
INNEBI;2023011902;-3.0
INNEBI;2023011903;-4.0
INNEBI;2023011904;-5.4
INNEBI;2023011905;-5.4
INNEBI;2023011906;-5.5
INNEBI;2023011907;-5.3
INNEBI;2023011908;-
INNEBI;2023011909;-6.0
INNEBI;2023011910;-5.2
INNEBI;2023011911;-2.9
INNEBI;2023011912;-1.0
INNEBI;2023011913;-0.6
INNEBI;2023011914;0.0
INNEBI;2023011915;0.3
INNEBI;2023011916;-0.7
INNEBI;2023011917;-1.9
INNEBI;2023011918;-3.5
INNEBI;2023011919;-4.5
INNEBI;2023011920;-5.1
INNEBI;2023011921;-6.2
INNEBI;2023011922;-6.6
INNEBI;2023011923;-6.8
INNEBI;2023012000;-7.3
INNEBI;2023012001;-7.5
INNEBI;2023012002;-7.9
INNEBI;2023012003;-8.2
INNEBI;2023012004;-8.3
INNEBI;2023012005;-8.2
INNEBI;2023012006;-8.3
INNEBI;2023012007;-8.3
INNEBI;2023012008;-7.1
INNEBI;2023012009;-6.0
INNEBI;2023012010;-4.9
INNEBI;2023012011;-3.9
INNEBI;2023012012;-2.8
INNEBI;2023012013;-2.1
INNEBI;2023012014;-2.1
INNEBI;2023012015;-1.5
INNEBI;2023012016;-1.7
INNEBI;2023012017;-3.0
INNEBI;2023012018;-3.7
INNEBI;2023012019;-4.5
INNEBI;2023012020;-5.3
INNEBI;2023012021;-6.0
INNEBI;2023012022;-6.2
INNEBI;2023012023;-6.5
INNEBI;2023012100;-7.2
INNEBI;2023012101;-7.5
INNEBI;2023012102;-7.7
INNEBI;2023012103;-8.0
INNEBI;2023012104;-8.5
INNEBI;2023012105;-9.1
INNEBI;2023012106;-8.9
INNEBI;2023012107;-8.1
INNEBI;2023012108;-7.6
INNEBI;2023012109;-6.4
INNEBI;2023012110;-5.6
INNEBI;2023012111;-4.0
INNEBI;2023012112;-3.2
INNEBI;2023012113;-2.2
INNEBI;2023012114;-1.7
INNEBI;2023012115;-1.9
INNEBI;2023012116;-2.3
INNEBI;2023012117;-2.3
INNEBI;2023012118;-2.5
INNEBI;2023012119;-2.5
INNEBI;2023012120;-2.4
INNEBI;2023012121;-2.6
INNEBI;2023012122;-2.8
INNEBI;2023012123;-2.4
INNEBI;2023012200;-2.2
INNEBI;2023012201;-2.1
INNEBI;2023012202;-2.2
INNEBI;2023012203;-2.3
INNEBI;2023012204;-2.4
INNEBI;2023012205;-2.4
INNEBI;2023012206;-2.3
INNEBI;2023012207;-2.3
INNEBI;2023012208;-2.4
INNEBI;2023012209;-2.3
INNEBI;2023012210;-2.0
INNEBI;2023012211;-1.3
INNEBI;2023012212;-1.0
INNEBI;2023012213;-0.5
INNEBI;2023012214;-0.4
INNEBI;2023012215;-0.4
INNEBI;2023012216;-0.7
INNEBI;2023012217;-1.0
INNEBI;2023012218;-1.0
INNEBI;2023012219;-1.3
INNEBI;2023012220;-1.3
INNEBI;2023012221;-1.3
INNEBI;2023012222;-1.4
INNEBI;2023012223;-1.3
INNEBI;2023012300;-1.4
INNEBI;2023012301;-1.5
INNEBI;2023012302;-1.3
INNEBI;2023012303;-1.5
INNEBI;2023012304;-1.5
INNEBI;2023012305;-1.8
INNEBI;2023012306;-1.8
INNEBI;2023012307;-2.2
INNEBI;2023012308;-2.7
INNEBI;2023012309;-2.4
INNEBI;2023012310;-2.0
INNEBI;2023012311;-1.6
